analysis_id,session_id,scenario_id,scenario_family,data_source,capture_scenario,encryption_plaintext,encryption_starttls,encryption_implicit,deprecated_tls,weak_cipher,expired_cert,not_yet_valid_cert,weak_key,auth_before_tls,tls_upgrade_failed,pfs_missing,self_signed,protocol_smtp,protocol_imap,protocol_pop3,critical_count,high_count,medium_count,low_count,tls_handshake_observed,certificate_observed,starttls_command_observed,authentication_observed,session_truncated,asymmetric_capture,risk_label
synthetic-00972,pop3-003886,POSTURE_WEAK_KEY_AND_EXPIRED_CERT-1171,POSTURE_WEAK_KEY_AND_EXPIRED_CERT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,2,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00973,imap-003888,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1172,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00979,smtp-003913,POSTURE_DEPRECATED_TLS_LEGACY-1175,POSTURE_DEPRECATED_TLS_LEGACY,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-00979,smtp-003914,POSTURE_OBSOLETE_WEAK_CIPHER-1176,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,2,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00979,smtp-003915,POSTURE_EXPIRED_CERTIFICATE-1177,POSTURE_EXPIRED_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00980,smtp-003916,POSTURE_NOT_YET_VALID_CERTIFICATE-1178,POSTURE_NOT_YET_VALID_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00980,smtp-003918,POSTURE_REJECTED_STARTTLS_UPGRADE-1179,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00980,smtp-003919,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER-1180,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00987,smtp-003946,POSTURE_DEPRECATED_TLS_LEGACY-1183,POSTURE_DEPRECATED_TLS_LEGACY,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,2,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00987,smtp-003947,POSTURE_OBSOLETE_WEAK_CIPHER-1184,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,2,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00988,smtp-003948,POSTURE_EXPIRED_CERTIFICATE-1185,POSTURE_EXPIRED_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00988,imap-003950,POSTURE_INSECURE_SHORT_KEY-1186,POSTURE_INSECURE_SHORT_KEY,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00988,imap-003951,POSTURE_REJECTED_STARTTLS_UPGRADE-1187,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00989,smtp-003953,POSTURE_WEAK_KEY_AND_EXPIRED_CERT-1189,POSTURE_WEAK_KEY_AND_EXPIRED_CERT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00989,pop3-003955,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1190,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,0.0,1.0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00994,pop3-003974,POSTURE_SELF_SIGNED_IMPLICIT-1191,POSTURE_SELF_SIGNED_IMPLICIT,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,2,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-00995,smtp-003976,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED-1192,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,3,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00995,pop3-003977,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED-1193,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00996,pop3-003982,POSTURE_NOT_YET_VALID_CERTIFICATE-1196,POSTURE_NOT_YET_VALID_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00997,smtp-003985,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER-1198,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00997,pop3-003986,POSTURE_WEAK_KEY_AND_EXPIRED_CERT-1199,POSTURE_WEAK_KEY_AND_EXPIRED_CERT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,2,0,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-00998,imap-003988,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1200,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01003,smtp-004009,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED-1201,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,2,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01005,smtp-004016,POSTURE_INSECURE_SHORT_KEY-1205,POSTURE_INSECURE_SHORT_KEY,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01005,smtp-004017,POSTURE_REJECTED_STARTTLS_UPGRADE-1206,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01006,smtp-004021,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1208,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01011,smtp-004043,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED-1209,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01012,smtp-004045,POSTURE_DEPRECATED_TLS_LEGACY-1211,POSTURE_DEPRECATED_TLS_LEGACY,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01012,pop3-004046,POSTURE_OBSOLETE_WEAK_CIPHER-1212,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01012,smtp-004047,POSTURE_EXPIRED_CERTIFICATE-1213,POSTURE_EXPIRED_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,0,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01013,imap-004050,POSTURE_REJECTED_STARTTLS_UPGRADE-1215,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01020,pop3-004076,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED-1217,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01020,smtp-004078,POSTURE_DEPRECATED_TLS_LEGACY-1218,POSTURE_DEPRECATED_TLS_LEGACY,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01020,smtp-004079,POSTURE_OBSOLETE_WEAK_CIPHER-1219,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01021,imap-004081,POSTURE_NOT_YET_VALID_CERTIFICATE-1220,POSTURE_NOT_YET_VALID_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01021,imap-004083,POSTURE_REJECTED_STARTTLS_UPGRADE-1222,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01022,pop3-004087,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1224,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,0.0,1.0,0,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01028,smtp-004110,POSTURE_BOUNDARY_LOW_MED_SELF_SIGNED_CLEAN_CIPHER-1226,POSTURE_BOUNDARY_LOW_MED_SELF_SIGNED_CLEAN_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01029,imap-004112,POSTURE_OBSOLETE_WEAK_CIPHER-1228,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2,2,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01029,imap-004113,POSTURE_EXPIRED_CERTIFICATE-1229,POSTURE_EXPIRED_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01030,smtp-004116,POSTURE_REJECTED_STARTTLS_UPGRADE-1232,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,1,0,2,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01030,imap-004117,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER-1233,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01036,imap-004141,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED-1236,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01036,smtp-004142,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED-1237,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01037,imap-004144,POSTURE_DEPRECATED_TLS_LEGACY-1238,POSTURE_DEPRECATED_TLS_LEGACY,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01037,smtp-004147,POSTURE_NOT_YET_VALID_CERTIFICATE-1240,POSTURE_NOT_YET_VALID_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,2,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01038,imap-004148,POSTURE_INSECURE_SHORT_KEY-1241,POSTURE_INSECURE_SHORT_KEY,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01038,smtp-004149,POSTURE_REJECTED_STARTTLS_UPGRADE-1242,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01038,smtp-004151,POSTURE_WEAK_KEY_AND_EXPIRED_CERT-1244,POSTURE_WEAK_KEY_AND_EXPIRED_CERT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,2,1,2,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01039,imap-004153,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1245,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01044,pop3-004174,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED-1246,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01046,smtp-004181,POSTURE_INSECURE_SHORT_KEY-1251,POSTURE_INSECURE_SHORT_KEY,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,2,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01046,smtp-004182,POSTURE_REJECTED_STARTTLS_UPGRADE-1252,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01047,imap-004184,POSTURE_WEAK_KEY_AND_EXPIRED_CERT-1254,POSTURE_WEAK_KEY_AND_EXPIRED_CERT,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,2,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01047,imap-004186,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1255,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01052,imap-004207,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED-1256,POSTURE_BOUNDARY_MED_HIGH_PFS_AND_SELF_SIGNED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01053,imap-004208,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED-1257,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01053,pop3-004211,POSTURE_OBSOLETE_WEAK_CIPHER-1259,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01054,imap-004215,POSTURE_REJECTED_STARTTLS_UPGRADE-1261,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01055,smtp-004219,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1263,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01059,imap-004235,POSTURE_INTERNAL_SELF_SIGNED-1264,POSTURE_INTERNAL_SELF_SIGNED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01060,smtp-004238,POSTURE_SELF_SIGNED_IMPLICIT-1265,POSTURE_SELF_SIGNED_IMPLICIT,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,2,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01061,pop3-004241,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED-1266,POSTURE_BOUNDARY_MED_HIGH_WEAK_KEY_ISOLATED,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,2,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01061,pop3-004243,POSTURE_DEPRECATED_TLS_LEGACY-1267,POSTURE_DEPRECATED_TLS_LEGACY,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01062,smtp-004244,POSTURE_OBSOLETE_WEAK_CIPHER-1268,POSTURE_OBSOLETE_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01062,imap-004245,POSTURE_EXPIRED_CERTIFICATE-1269,POSTURE_EXPIRED_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,2,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01062,smtp-004246,POSTURE_NOT_YET_VALID_CERTIFICATE-1270,POSTURE_NOT_YET_VALID_CERTIFICATE,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,2,0,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01062,pop3-004247,POSTURE_INSECURE_SHORT_KEY-1271,POSTURE_INSECURE_SHORT_KEY,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01063,smtp-004248,POSTURE_REJECTED_STARTTLS_UPGRADE-1272,POSTURE_REJECTED_STARTTLS_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,1.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
synthetic-01063,smtp-004250,POSTURE_WEAK_KEY_AND_EXPIRED_CERT-1273,POSTURE_WEAK_KEY_AND_EXPIRED_CERT,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3,2,1,1.0,1.0,0.0,1.0,0.0,0.0,HIGH
synthetic-01064,imap-004252,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED-1274,POSTURE_BOUNDARY_HIGH_CRIT_STARTTLS_FAIL_OBSCURED,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,0.0,1.0,,,0.0,1.0,0.0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,HIGH
