analysis_id,session_id,scenario_id,scenario_family,data_source,capture_scenario,risk_label,encryption_plaintext,encryption_starttls,encryption_implicit,deprecated_tls,weak_cipher,expired_cert,not_yet_valid_cert,weak_key,auth_before_tls,tls_upgrade_failed,pfs_missing,self_signed,protocol_smtp,protocol_imap,protocol_pop3,critical_count,high_count,medium_count,low_count,tls_handshake_observed,certificate_observed,starttls_command_observed,authentication_observed,session_truncated,asymmetric_capture
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0053,partial_missing_tls_finished_0053,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0053_partial_missing_tls_finished_0053,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0054,partial_missing_tls_finished_0054,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0054_partial_missing_tls_finished_0054,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0055,partial_missing_tls_finished_0055,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0055_partial_missing_tls_finished_0055,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0056,partial_missing_tls_finished_0056,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0056_partial_missing_tls_finished_0056,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0057,partial_missing_tls_finished_0057,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0057_partial_missing_tls_finished_0057,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0058,partial_missing_tls_finished_0058,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0058_partial_missing_tls_finished_0058,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0059,partial_missing_tls_finished_0059,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0059_partial_missing_tls_finished_0059,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,1.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0060,partial_missing_tls_finished_0060,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0060_partial_missing_tls_finished_0060,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0061,partial_missing_tls_finished_0061,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0061_partial_missing_tls_finished_0061,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0062,partial_missing_tls_finished_0062,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0062_partial_missing_tls_finished_0062,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0063,partial_missing_tls_finished_0063,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0063_partial_missing_tls_finished_0063,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0064,partial_missing_tls_finished_0064,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0064_partial_missing_tls_finished_0064,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0065,partial_missing_tls_finished_0065,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0065_partial_missing_tls_finished_0065,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0066,partial_missing_tls_finished_0066,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0066_partial_missing_tls_finished_0066,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0067,partial_missing_tls_finished_0067,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0067_partial_missing_tls_finished_0067,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0068,partial_missing_tls_finished_0068,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0068_partial_missing_tls_finished_0068,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0069,partial_missing_tls_finished_0069,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0069_partial_missing_tls_finished_0069,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0070,partial_missing_tls_finished_0070,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0070_partial_missing_tls_finished_0070,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0071,partial_missing_tls_finished_0071,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0071_partial_missing_tls_finished_0071,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0072,partial_missing_tls_finished_0072,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0072_partial_missing_tls_finished_0072,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0073,partial_missing_tls_finished_0073,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0073_partial_missing_tls_finished_0073,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0074,partial_missing_tls_finished_0074,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0074_partial_missing_tls_finished_0074,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0075,partial_missing_tls_finished_0075,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0075_partial_missing_tls_finished_0075,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0076,partial_missing_tls_finished_0076,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0076_partial_missing_tls_finished_0076,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0077,partial_missing_tls_finished_0077,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0077_partial_missing_tls_finished_0077,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0078,partial_missing_tls_finished_0078,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0078_partial_missing_tls_finished_0078,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0079,partial_missing_tls_finished_0079,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0079_partial_missing_tls_finished_0079,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0080,partial_missing_tls_finished_0080,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0080_partial_missing_tls_finished_0080,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0081,partial_missing_tls_finished_0081,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0081_partial_missing_tls_finished_0081,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0082,partial_missing_tls_finished_0082,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0082_partial_missing_tls_finished_0082,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0083,partial_missing_tls_finished_0083,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0083_partial_missing_tls_finished_0083,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0084,partial_missing_tls_finished_0084,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0084_partial_missing_tls_finished_0084,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0085,partial_missing_tls_finished_0085,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0085_partial_missing_tls_finished_0085,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0086,partial_missing_tls_finished_0086,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0086_partial_missing_tls_finished_0086,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0087,partial_missing_tls_finished_0087,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0087_partial_missing_tls_finished_0087,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0088,partial_missing_tls_finished_0088,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0088_partial_missing_tls_finished_0088,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0089,partial_missing_tls_finished_0089,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0089_partial_missing_tls_finished_0089,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0090,partial_missing_tls_finished_0090,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0090_partial_missing_tls_finished_0090,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0091,partial_missing_tls_finished_0091,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0091_partial_missing_tls_finished_0091,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0092,partial_missing_tls_finished_0092,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0092_partial_missing_tls_finished_0092,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0093,partial_missing_tls_finished_0093,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0093_partial_missing_tls_finished_0093,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0094,partial_missing_tls_finished_0094,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0094_partial_missing_tls_finished_0094,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0095,partial_missing_tls_finished_0095,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0095_partial_missing_tls_finished_0095,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0096,partial_missing_tls_finished_0096,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0096_partial_missing_tls_finished_0096,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,MEDIUM,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0097,partial_missing_tls_finished_0097,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0097_partial_missing_tls_finished_0097,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0098,partial_missing_tls_finished_0098,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0098_partial_missing_tls_finished_0098,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0099,partial_missing_tls_finished_0099,ANALYSIS_PARTIAL_MISSING_TLS_FINISHED_0099_partial_missing_tls_finished_0099,PARTIAL_CAPTURE_MISSING_TLS_FINISHED,PARTIAL_CAPTURE_CHALLENGE,MISSING_TLS_FINISHED,HIGH,0.0,0.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_TRUNCATED_SESSION_0000,partial_truncated_session_0000,ANALYSIS_PARTIAL_TRUNCATED_SESSION_0000_partial_truncated_session_0000,PARTIAL_CAPTURE_TRUNCATED_SESSION,PARTIAL_CAPTURE_CHALLENGE,TRUNCATED_SESSION,CRITICAL,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_TRUNCATED_SESSION_0001,partial_truncated_session_0001,ANALYSIS_PARTIAL_TRUNCATED_SESSION_0001_partial_truncated_session_0001,PARTIAL_CAPTURE_TRUNCATED_SESSION,PARTIAL_CAPTURE_CHALLENGE,TRUNCATED_SESSION,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_TRUNCATED_SESSION_0002,partial_truncated_session_0002,ANALYSIS_PARTIAL_TRUNCATED_SESSION_0002_partial_truncated_session_0002,PARTIAL_CAPTURE_TRUNCATED_SESSION,PARTIAL_CAPTURE_CHALLENGE,TRUNCATED_SESSION,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_TRUNCATED_SESSION_0003,partial_truncated_session_0003,ANALYSIS_PARTIAL_TRUNCATED_SESSION_0003_partial_truncated_session_0003,PARTIAL_CAPTURE_TRUNCATED_SESSION,PARTIAL_CAPTURE_CHALLENGE,TRUNCATED_SESSION,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_TRUNCATED_SESSION_0004,partial_truncated_session_0004,ANALYSIS_PARTIAL_TRUNCATED_SESSION_0004_partial_truncated_session_0004,PARTIAL_CAPTURE_TRUNCATED_SESSION,PARTIAL_CAPTURE_CHALLENGE,TRUNCATED_SESSION,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ANALYSIS_PARTIAL_TRUNCATED_SESSION_0005,partial_truncated_session_0005,ANALYSIS_PARTIAL_TRUNCATED_SESSION_0005_partial_truncated_session_0005,PARTIAL_CAPTURE_TRUNCATED_SESSION,PARTIAL_CAPTURE_CHALLENGE,TRUNCATED_SESSION,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
